U-Turn Detection Debug Log
==================================================
Checking 6 -> 50: Travel = 1.38m, Straight = 1.27m
Checking 6 -> 51: Travel = 1.42m, Straight = 1.31m
Checking 6 -> 52: Travel = 1.48m, Straight = 1.37m
Checking 6 -> 53: Travel = 1.61m, Straight = 1.48m
Checking 6 -> 54: Travel = 1.73m, Straight = 1.58m
Checking 7 -> 17: Travel = 0.28m, Straight = 0.25m
Checking 7 -> 18: Travel = 0.31m, Straight = 0.27m
Checking 7 -> 19: Travel = 0.32m, Straight = 0.28m
Checking 7 -> 20: Travel = 0.32m, Straight = 0.28m
Checking 7 -> 21: Travel = 0.33m, Straight = 0.28m
Checking 7 -> 22: Travel = 0.33m, Straight = 0.29m
Checking 7 -> 23: Travel = 0.34m, Straight = 0.29m
Checking 7 -> 24: Travel = 0.35m, Straight = 0.30m
Checking 7 -> 25: Travel = 0.35m, Straight = 0.30m
Checking 7 -> 26: Travel = 0.36m, Straight = 0.31m
Checking 7 -> 27: Travel = 0.42m, Straight = 0.36m
Checking 7 -> 28: Travel = 0.43m, Straight = 0.37m
Checking 7 -> 29: Travel = 0.46m, Straight = 0.39m
Checking 7 -> 30: Travel = 0.51m, Straight = 0.44m
Checking 7 -> 31: Travel = 0.52m, Straight = 0.45m
Checking 7 -> 32: Travel = 0.58m, Straight = 0.50m
Checking 7 -> 33: Travel = 0.59m, Straight = 0.51m
Checking 7 -> 34: Travel = 0.62m, Straight = 0.54m
Checking 7 -> 35: Travel = 0.64m, Straight = 0.55m
Checking 7 -> 36: Travel = 0.67m, Straight = 0.59m
Checking 7 -> 37: Travel = 0.73m, Straight = 0.64m
Checking 7 -> 38: Travel = 0.73m, Straight = 0.64m
Checking 7 -> 39: Travel = 0.74m, Straight = 0.65m
Checking 7 -> 40: Travel = 0.85m, Straight = 0.75m
Checking 7 -> 41: Travel = 0.85m, Straight = 0.76m
Checking 7 -> 42: Travel = 0.86m, Straight = 0.77m
Checking 7 -> 43: Travel = 0.87m, Straight = 0.78m
Checking 7 -> 44: Travel = 0.92m, Straight = 0.82m
Checking 7 -> 45: Travel = 1.02m, Straight = 0.92m
Checking 7 -> 46: Travel = 1.05m, Straight = 0.95m
Checking 7 -> 47: Travel = 1.05m, Straight = 0.95m
Checking 7 -> 48: Travel = 1.24m, Straight = 1.13m
Checking 7 -> 49: Travel = 1.29m, Straight = 1.19m
Checking 7 -> 50: Travel = 1.30m, Straight = 1.20m
Checking 7 -> 51: Travel = 1.34m, Straight = 1.24m
Checking 7 -> 52: Travel = 1.41m, Straight = 1.30m
Checking 7 -> 53: Travel = 1.54m, Straight = 1.41m
Checking 7 -> 54: Travel = 1.66m, Straight = 1.51m
Checking 8 -> 18: Travel = 0.27m, Straight = 0.24m
Checking 8 -> 19: Travel = 0.28m, Straight = 0.25m
Checking 8 -> 20: Travel = 0.28m, Straight = 0.25m
Checking 8 -> 21: Travel = 0.29m, Straight = 0.25m
Checking 8 -> 22: Travel = 0.30m, Straight = 0.26m
Checking 8 -> 23: Travel = 0.30m, Straight = 0.26m
Checking 8 -> 24: Travel = 0.31m, Straight = 0.27m
Checking 8 -> 25: Travel = 0.31m, Straight = 0.27m
Checking 8 -> 26: Travel = 0.32m, Straight = 0.28m
Checking 8 -> 27: Travel = 0.38m, Straight = 0.33m
Checking 8 -> 28: Travel = 0.39m, Straight = 0.33m
Checking 8 -> 29: Travel = 0.42m, Straight = 0.36m
Checking 8 -> 30: Travel = 0.47m, Straight = 0.41m
Checking 8 -> 31: Travel = 0.48m, Straight = 0.41m
Checking 8 -> 32: Travel = 0.54m, Straight = 0.46m
Checking 8 -> 33: Travel = 0.55m, Straight = 0.48m
Checking 8 -> 34: Travel = 0.58m, Straight = 0.50m
Checking 8 -> 35: Travel = 0.60m, Straight = 0.52m
Checking 8 -> 36: Travel = 0.63m, Straight = 0.55m
Checking 8 -> 37: Travel = 0.69m, Straight = 0.60m
Checking 8 -> 38: Travel = 0.69m, Straight = 0.61m
Checking 8 -> 39: Travel = 0.70m, Straight = 0.62m
Checking 8 -> 40: Travel = 0.81m, Straight = 0.72m
Checking 8 -> 41: Travel = 0.81m, Straight = 0.72m
Checking 8 -> 42: Travel = 0.82m, Straight = 0.73m
Checking 8 -> 43: Travel = 0.83m, Straight = 0.74m
Checking 8 -> 44: Travel = 0.88m, Straight = 0.79m
Checking 8 -> 45: Travel = 0.98m, Straight = 0.89m
Checking 8 -> 46: Travel = 1.01m, Straight = 0.91m
Checking 8 -> 47: Travel = 1.01m, Straight = 0.91m
Checking 8 -> 48: Travel = 1.20m, Straight = 1.09m
Checking 8 -> 49: Travel = 1.25m, Straight = 1.15m
Checking 8 -> 50: Travel = 1.26m, Straight = 1.16m
Checking 8 -> 51: Travel = 1.31m, Straight = 1.20m
Checking 8 -> 52: Travel = 1.37m, Straight = 1.26m
Checking 8 -> 53: Travel = 1.50m, Straight = 1.37m
Checking 8 -> 54: Travel = 1.62m, Straight = 1.47m
Checking 9 -> 19: Travel = 0.27m, Straight = 0.24m
Checking 9 -> 20: Travel = 0.28m, Straight = 0.25m
Checking 9 -> 21: Travel = 0.29m, Straight = 0.25m
Checking 9 -> 22: Travel = 0.29m, Straight = 0.26m
Checking 9 -> 23: Travel = 0.30m, Straight = 0.26m
Checking 9 -> 24: Travel = 0.30m, Straight = 0.27m
Checking 9 -> 25: Travel = 0.31m, Straight = 0.27m
Checking 9 -> 26: Travel = 0.32m, Straight = 0.28m
Checking 9 -> 27: Travel = 0.38m, Straight = 0.33m
Checking 9 -> 28: Travel = 0.39m, Straight = 0.33m
Checking 9 -> 29: Travel = 0.41m, Straight = 0.35m
Checking 9 -> 30: Travel = 0.47m, Straight = 0.40m
Checking 9 -> 31: Travel = 0.48m, Straight = 0.41m
Checking 9 -> 32: Travel = 0.54m, Straight = 0.46m
Checking 9 -> 33: Travel = 0.55m, Straight = 0.47m
Checking 9 -> 34: Travel = 0.58m, Straight = 0.50m
Checking 9 -> 35: Travel = 0.59m, Straight = 0.51m
Checking 9 -> 36: Travel = 0.63m, Straight = 0.55m
Checking 9 -> 37: Travel = 0.68m, Straight = 0.60m
Checking 9 -> 38: Travel = 0.69m, Straight = 0.60m
Checking 9 -> 39: Travel = 0.70m, Straight = 0.61m
Checking 9 -> 40: Travel = 0.80m, Straight = 0.71m
Checking 9 -> 41: Travel = 0.81m, Straight = 0.72m
Checking 9 -> 42: Travel = 0.82m, Straight = 0.73m
Checking 9 -> 43: Travel = 0.83m, Straight = 0.74m
Checking 9 -> 44: Travel = 0.88m, Straight = 0.78m
Checking 9 -> 45: Travel = 0.98m, Straight = 0.88m
Checking 9 -> 46: Travel = 1.01m, Straight = 0.91m
Checking 9 -> 47: Travel = 1.01m, Straight = 0.91m
Checking 9 -> 48: Travel = 1.19m, Straight = 1.09m
Checking 9 -> 49: Travel = 1.25m, Straight = 1.15m
Checking 9 -> 50: Travel = 1.26m, Straight = 1.16m
Checking 9 -> 51: Travel = 1.30m, Straight = 1.20m
Checking 9 -> 52: Travel = 1.37m, Straight = 1.25m
Checking 9 -> 53: Travel = 1.50m, Straight = 1.37m
Checking 9 -> 54: Travel = 1.62m, Straight = 1.47m
Checking 10 -> 20: Travel = 0.27m, Straight = 0.24m
Checking 10 -> 21: Travel = 0.27m, Straight = 0.24m
Checking 10 -> 22: Travel = 0.28m, Straight = 0.25m
Checking 10 -> 23: Travel = 0.28m, Straight = 0.25m
Checking 10 -> 24: Travel = 0.29m, Straight = 0.26m
Checking 10 -> 25: Travel = 0.30m, Straight = 0.26m
Checking 10 -> 26: Travel = 0.31m, Straight = 0.27m
Checking 10 -> 27: Travel = 0.37m, Straight = 0.32m
Checking 10 -> 28: Travel = 0.38m, Straight = 0.32m
Checking 10 -> 29: Travel = 0.40m, Straight = 0.34m
Checking 10 -> 30: Travel = 0.46m, Straight = 0.39m
Checking 10 -> 31: Travel = 0.47m, Straight = 0.40m
Checking 10 -> 32: Travel = 0.52m, Straight = 0.45m
Checking 10 -> 33: Travel = 0.54m, Straight = 0.46m
Checking 10 -> 34: Travel = 0.57m, Straight = 0.49m
Checking 10 -> 35: Travel = 0.58m, Straight = 0.50m
Checking 10 -> 36: Travel = 0.62m, Straight = 0.54m
Checking 10 -> 37: Travel = 0.67m, Straight = 0.59m
Checking 10 -> 38: Travel = 0.68m, Straight = 0.59m
Checking 10 -> 39: Travel = 0.69m, Straight = 0.60m
Checking 10 -> 40: Travel = 0.79m, Straight = 0.70m
Checking 10 -> 41: Travel = 0.80m, Straight = 0.71m
Checking 10 -> 42: Travel = 0.81m, Straight = 0.72m
Checking 10 -> 43: Travel = 0.82m, Straight = 0.73m
Checking 10 -> 44: Travel = 0.87m, Straight = 0.77m
Checking 10 -> 45: Travel = 0.97m, Straight = 0.87m
Checking 10 -> 46: Travel = 0.99m, Straight = 0.90m
Checking 10 -> 47: Travel = 1.00m, Straight = 0.90m
Checking 10 -> 48: Travel = 1.18m, Straight = 1.08m
Checking 10 -> 49: Travel = 1.24m, Straight = 1.13m
Checking 10 -> 50: Travel = 1.25m, Straight = 1.14m
Checking 10 -> 51: Travel = 1.29m, Straight = 1.18m
Checking 10 -> 52: Travel = 1.35m, Straight = 1.24m
Checking 10 -> 53: Travel = 1.49m, Straight = 1.36m
Checking 10 -> 54: Travel = 1.61m, Straight = 1.46m
Checking 11 -> 21: Travel = 0.26m, Straight = 0.23m
Checking 11 -> 22: Travel = 0.27m, Straight = 0.24m
Checking 11 -> 23: Travel = 0.27m, Straight = 0.24m
Checking 11 -> 24: Travel = 0.28m, Straight = 0.25m
Checking 11 -> 25: Travel = 0.28m, Straight = 0.25m
Checking 11 -> 26: Travel = 0.29m, Straight = 0.26m
Checking 11 -> 27: Travel = 0.35m, Straight = 0.31m
Checking 11 -> 28: Travel = 0.36m, Straight = 0.31m
